location_id,station_id,route_name,latitude,longitude,county,city,aadt,measurement_year,traffic_volume_category,highway_type,functional_class,urban_rural,lane_count,median_type,access_control,truck_percentage,peak_hour_factor,directional_split,data_source,data_collection_date,data_quality_score
31151,31151,,43.55969096081367,-89.77824508891062,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746417,50.0
31152,31152,,43.559972888323145,-89.78265154960762,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746509,50.0
31153,31153,,43.5572103930096,-89.77876266336418,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746527,50.0
31154,31154,,43.55694810467713,-89.78088526136175,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746543,50.0
31155,31155,,43.55756876407199,-89.7820395591473,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746555,50.0
31156,31156,,43.73996003484302,-88.42004629609045,Fond Du Lac,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746566,50.0
31166,31166,,43.11186351421426,-87.95082672143116,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746577,50.0
31167,31167,,43.11184972130833,-87.94943104601485,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746587,50.0
31169,31169,,43.10571312561271,-87.931478861357,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746596,50.0
31170,31170,,43.09254744184362,-87.9247389353423,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746605,50.0
31171,31171,,43.08916380042164,-87.90609797263691,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746615,50.0
31172,31172,,43.08811807708789,-87.90484357379303,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746628,50.0
31173,31173,,43.08361474099545,-87.92112834820264,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746638,50.0
31174,31174,,43.08163502517002,-87.92181756702885,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746647,50.0
31175,31175,,43.08209907141289,-87.91924715510899,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746656,50.0
31176,31176,,43.08210143034671,-87.91657281431576,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746665,50.0
31178,31178,,44.81463372902416,-91.50073074094855,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746675,50.0
31179,31179,,44.814764068583045,-91.49968612681126,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746684,50.0
31182,31182,,44.81478719221831,-91.49399501524468,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746696,50.0
31183,31183,,44.81607733161489,-91.50043470370866,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746707,50.0
31184,31184,,44.81587170262871,-91.50173374871866,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746721,50.0
31185,31185,,44.816476051387504,-91.50136786147924,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746744,50.0
31186,31186,,44.81629637752401,-91.50276788105927,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746761,50.0
31187,31187,,44.82045036043561,-91.49863820776125,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746779,50.0
31188,31188,,44.82046210774051,-91.49626119098978,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746794,50.0
31190,31190,,44.82047992646671,-91.49356079600726,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746803,50.0
31192,31192,,44.815581738654764,-91.50995917951501,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746813,50.0
31195,31195,,44.818324171353886,-91.51012217499003,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746827,50.0
31196,31196,,44.818283983120416,-91.51186246926994,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746837,50.0
31198,31198,,44.819039244182086,-91.5157439686895,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746846,50.0
31200,31200,,44.80745648960332,-91.50977660170965,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746857,50.0
31201,31201,,44.80539460134,-91.50977218577569,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746866,50.0
31202,31202,,45.38379350103873,-88.82092927527601,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746875,50.0
31203,31203,,45.479574719226626,-88.82221997336683,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746884,50.0
31204,31204,,45.476810216098734,-88.83935599682296,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746897,50.0
31205,31205,,45.452669473787395,-88.67587214183189,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746906,50.0
31206,31206,,45.44053870714267,-88.67013551697688,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746914,50.0
31207,31207,,45.437377415387424,-88.61837384274692,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746923,50.0
31208,31208,,45.482083923659296,-88.94479971060935,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746932,50.0
31209,31209,,45.47918573588517,-89.00608482982403,Forest,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746941,50.0
31211,31211,,42.795982670154125,-88.38602992592264,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746949,50.0
31212,31212,,42.78547595767042,-88.40984034249479,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746958,50.0
31213,31213,,42.78583358571979,-88.40591981813091,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746970,50.0
31214,31214,,42.78538151020182,-88.40492613814433,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746978,50.0
31215,31215,,42.78064798579134,-88.4254248211319,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746987,50.0
31216,31216,,42.90838986493632,-88.18465142273487,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.746996,50.0
31217,31217,,42.59511109415435,-88.40136847345845,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747005,50.0
31218,31218,,42.59243818914869,-88.43867142842714,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747013,50.0
31219,31219,,42.606835245609965,-88.42571260949606,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747024,50.0
31220,31220,,42.59134593691444,-88.45297832933281,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747033,50.0
31221,31221,,42.5845894945592,-88.54095508807627,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747044,50.0
31222,31222,,42.57789080232908,-88.54127291225787,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747052,50.0
31223,31223,,42.57464324348643,-88.56151702061335,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747061,50.0
31224,31224,,42.66935376031166,-88.513029755754,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747070,50.0
31225,31225,,42.66996908955216,-88.52205963228242,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747083,50.0
31226,31226,,42.65979738728327,-88.54125196175916,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747092,50.0
31227,31227,,42.67019788241943,-88.53871919545222,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747101,50.0
31228,31228,,42.66938723152979,-88.54121591145059,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747115,50.0
31229,31229,,42.67026924432706,-88.54038752066091,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747124,50.0
31230,31230,,42.66966107665078,-88.54347876138453,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747152,50.0
31231,31231,,42.67102945368408,-88.54121049793157,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747164,50.0
31232,31232,,42.67104455873254,-88.539473239471,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747173,50.0
31233,31233,,42.67190341630631,-88.54281209934913,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747185,50.0
31234,31234,,42.67189397577143,-88.54415182586169,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747193,50.0
31235,31235,,42.67184572471772,-88.54702301952575,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747204,50.0
31236,31236,,42.67270994792369,-88.53942732975916,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747213,50.0
31237,31237,,42.67283992163296,-88.54123894249247,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747224,50.0
31238,31238,,42.67425159757981,-88.54356437089663,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747233,50.0
31239,31239,,42.675036541181534,-88.54413738188968,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747241,50.0
31240,31240,,42.674522365625414,-88.54616304401009,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747250,50.0
31241,31241,,42.6761221518301,-88.54619501399677,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747259,50.0
31243,31243,,42.6858201173728,-88.54146468967444,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747267,50.0
31244,31244,,42.687665928366314,-88.52175214102773,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747276,50.0
31245,31245,,42.73233098133201,-87.80308425690376,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747287,50.0
31246,31246,,42.73550355534239,-87.7951219067579,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747296,50.0
31247,31247,,42.739997199757724,-87.79547976967861,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747305,50.0
31248,31248,,42.73893583421654,-87.79288444429135,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747314,50.0
31249,31249,,42.74089803247948,-87.80024110509797,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747324,50.0
31250,31250,,42.742294838565996,-87.7992361958502,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747332,50.0
31251,31251,,42.74229927388366,-87.80088585010346,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747341,50.0
31252,31252,,42.74425530229614,-87.79899229426226,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747350,50.0
31253,31253,,42.74503310368346,-87.8011635844921,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747361,50.0
31254,31254,,42.74577239485968,-87.80421635524755,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747369,50.0
31255,31255,,42.74683243151038,-87.8060000783913,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747378,50.0
31256,31256,,42.747768096574625,-87.80615396531434,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747388,50.0
31257,31257,,42.74574514987739,-87.79954521924611,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747397,50.0
31258,31258,,42.74661510189269,-87.80045615215649,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747408,50.0
31259,31259,,42.7355656171635,-87.78551623048625,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747417,50.0
31260,31260,,42.73391672240562,-87.78459915002888,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747425,50.0
31261,31261,,42.73855647886107,-87.79118829270263,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747436,50.0
31262,31262,,42.74103200781054,-87.79170347746677,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747445,50.0
31263,31263,,42.74123836440365,-87.78482083739125,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747453,50.0
31264,31264,,42.74235387191439,-87.78547105006682,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747464,50.0
31265,31265,,42.74295656913879,-87.78703214912169,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747473,50.0
31266,31266,,42.74537282461678,-87.78485651370339,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747481,50.0
31267,31267,,42.74582712817155,-87.78544685438017,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747494,50.0
31268,31268,,42.74680875307773,-87.78486855355628,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747506,50.0
31269,31269,,42.74876146036603,-87.78707972782857,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747514,50.0
31270,31270,,42.746791300292216,-87.78706513456693,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747522,50.0
31271,31271,,42.74673287779952,-87.7917661400233,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747533,50.0
31272,31272,,42.748297549060325,-87.79198449373808,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747542,50.0
31273,31273,,42.742310926954794,-87.79347844011399,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747550,50.0
31274,31274,,42.74395764288976,-87.79629015024015,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747561,50.0
31275,31275,,42.74650952125587,-87.79789983163838,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747569,50.0
31276,31276,,42.75632228503143,-87.78319334199503,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747580,50.0
31277,31277,,42.75549799173725,-87.78528125224608,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747589,50.0
31278,31278,,43.53097956882734,-89.78640198120436,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747597,50.0
31279,31279,,43.53052612164268,-89.78780412147901,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747606,50.0
31280,31280,,43.53242706419759,-89.78304318974922,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747615,50.0
31281,31281,,43.5325453181824,-89.79067066161711,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747624,50.0
31282,31282,,43.5157353615401,-89.78535859132404,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747632,50.0
31283,31283,,43.51609141789387,-89.78396561332684,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747641,50.0
31284,31284,,43.5130489472648,-89.78292383476013,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747654,50.0
31285,31285,,43.513297036850645,-89.78472703815973,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747662,50.0
31286,31286,,43.33048291899323,-88.73493387815512,Dodge,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747671,50.0
31287,31287,,43.008640786265794,-89.3839031157876,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747679,50.0
31288,31288,,43.008865969700224,-89.38176285923574,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747688,50.0
31289,31289,,43.010497697698966,-89.38157064150862,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747696,50.0
31290,31290,,43.01146729423163,-89.38340940347177,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747704,50.0
31291,31291,,42.601059027267276,-89.65166574089226,Green,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747713,50.0
31293,31293,,46.66913855243467,-92.10439375680807,Douglas,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747726,50.0
31296,31296,,43.50759812770263,-89.78180652159837,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747738,50.0
31306,31306,,44.46607284653342,-87.90802336932066,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747747,50.0
31307,31307,,43.141301232561965,-88.28993172981112,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747755,50.0
31308,31308,,43.139840536860504,-88.29684348154665,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747764,50.0
31309,31309,,43.13990310823212,-88.29355330529428,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747773,50.0
31310,31310,,43.11960414313804,-88.25067538132878,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747784,50.0
31311,31311,,44.416402189538616,-89.79735455478941,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747794,50.0
31312,31312,,44.442106472532465,-92.14877371641177,Pepin,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747803,50.0
31313,31313,,44.51701006742966,-87.98560097494983,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747812,50.0
31314,31314,,42.703814642437436,-87.81167219998302,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747821,50.0
31315,31315,,44.55107768508788,-89.58108903392905,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747830,50.0
31316,31316,,44.522929226408024,-89.58228190013976,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747838,50.0
31317,31317,,44.49162602153091,-89.55199784828177,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747847,50.0
31319,31319,,43.967410100880166,-88.95245487645983,Green Lake,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747856,50.0
31321,31321,,43.967072884214296,-88.94926652681372,Green Lake,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747866,50.0
31322,31322,,43.966511001139764,-88.9484077406352,Green Lake,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747875,50.0
31323,31323,,42.63916234563002,-88.62571873909701,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747886,50.0
31325,31325,,42.62865045309035,-88.63760702819819,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747897,50.0
31326,31326,,44.59146807755191,-88.04243908970648,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747906,50.0
31327,31327,,44.531232830182894,-88.09217494159243,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747914,50.0
31328,31328,,44.50751479334233,-87.99688532557121,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747923,50.0
31329,31329,,44.506416964982336,-87.969913674093,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747932,50.0
31330,31330,,44.479142824173685,-88.05482755987849,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747943,50.0
31331,31331,,44.21390611692927,-88.29278702952128,Calumet,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747951,50.0
31332,31332,,44.90648078020814,-91.32231317228869,Chippewa,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747960,50.0
31333,31333,,44.928524057016034,-91.38251476336895,Chippewa,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747969,50.0
31334,31334,,43.34210801690569,-89.01949806651749,Columbia,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747977,50.0
31335,31335,,43.09021193507336,-87.93914201892899,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747986,50.0
31336,31336,,43.08974406638213,-87.9403861507468,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.747997,50.0
31338,31338,,43.094006839588424,-87.9411941928364,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748005,50.0
31339,31339,,43.08974216614454,-87.94748632075394,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748016,50.0
31340,31340,,43.090755521413065,-87.94698962139385,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748024,50.0
31341,31341,,43.08895106017132,-87.95194062595263,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748033,50.0
31342,31342,,43.09069013023532,-87.95250725390298,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748041,50.0
31343,31343,,43.09611910583026,-87.94686005392494,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748052,50.0
31345,31345,,42.66275545729359,-88.57337911223462,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748076,50.0
31346,31346,,42.61936358494666,-88.50360523483076,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748085,50.0
31347,31347,,42.591708634410814,-88.53359378988634,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748096,50.0
31348,31348,,42.61166694818346,-88.5407979905446,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748104,50.0
31349,31349,,42.60639614342574,-88.55462703166208,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748113,50.0
31350,31350,,42.59741616334881,-88.5706094221288,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748121,50.0
31351,31351,,42.60985730804591,-88.58021028122369,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748129,50.0
31352,31352,,42.62115854886238,-88.58282296207247,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.748151,50.0
